1000,73,-62,0.64,0.06,4.5
1000,73,-62,2.61,0.25,31.8
1000,73,-62,0.53,0.07,6.78
1000,73,-62,3.11,0.18,29.61
1000,73,-62,1.02,0.1,8.96
1000,73,-62,1.89,1.85,19.7
1003,-170.0562,-60.2825,12.2915,10.8412,66.9636
1103,-170.0562,-60.2825,9.7269,9.2738,43.8974
3257,-170.0562,-60.2825,1.2692,3.1794,13.0713
1003,-170.0562,-60.2825,19.4936,9.7468,99.9231
1103,-170.0562,-60.2825,16.0069,10.7184,77.1355
3257,-170.0562,-60.2825,4.9855,4.6853,38.7862
1003,-170.0562,-60.2825,7.8976,9.6526,36.8911
3257,-170.0562,-60.2825,5.4991,5.7575,59.5613
3257,-170.0562,-60.2825,2.502,6.2754,43.2731
